id_data,lokasi_awal_user,durasi_perjalanan,jumlah_hari,jumlah_orang,budget,segmen_budget,jenis_transportasi,preferensi_penginapan,preferensi_kategori,preferensi_aktivitas,nama_wisata,kategori_wisata,kota_tujuan,latitude,longitude,koordinat_destinasi,alamat,deskripsi_wisata,kecocokan_kategori,kecocokan_aktivitas,kecocokan_budget,kecocokan_jarak,estimasi_jarak_km,estimasi_waktu_menit,estimasi_biaya_transportasi,estimasi_biaya_penginapan,estimasi_biaya_makan,estimasi_biaya_tiket,total_estimasi_biaya,status_budget,label_rekomendasi
BDG-TRV-0413,Kabupaten Bandung,2 hari 1 malam,2,5,4819000,premium,transportasi umum,standar,keluarga,religi,Dago Dreampark,wisata tematik,Kabupaten Bandung Barat,-6.8486,107.6246,"-6.8486,107.6246","Jl. Dago Giri, Mekarwangi, Lembang, Kabupaten Bandung Barat","Dago Dreampark adalah wisata tematik keluarga dengan wahana permainan, spot foto, dan suasana alam di kawasan Lembang.",1,0,1,1,96.08,199,346000,320000,700000,325000,1691000,sesuai,0
BDG-TRV-0414,Jakarta,1 hari,1,4,716000,standar,transportasi umum,tanpa penginapan,kuliner,foto-foto,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,0,0,222.5,385,801000,0,280000,60000,1141000,melebihi budget,0
BDG-TRV-0415,Bekasi,2 hari 1 malam,2,1,834000,premium,motor,nyaman,gunung,edukasi,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,0,1,185.54,297,520000,520000,140000,35000,1215000,melebihi budget,0
BDG-TRV-0416,Garut,3 hari 2 malam,3,4,2152000,hemat,motor,standar,museum,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,90.36,143,253000,640000,840000,60000,1793000,sesuai,1
BDG-TRV-0417,Bogor,2 hari 1 malam,2,1,2541000,standar,mobil,nyaman,alam,keluarga,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",1,1,1,1,216.55,459,1299000,520000,140000,30000,1989000,sesuai,1
BDG-TRV-0418,Bekasi,1 hari,1,4,3194000,premium,motor,tanpa penginapan,wisata religi,budaya,Kawah Putih,wisata alam,Kabupaten Bandung,-7.1662,107.402,"-7.1662,107.402","Sugihmukti, Pasirjambu, Kabupaten Bandung",Kawah Putih adalah wisata alam di Ciwidey dengan danau kawah berwarna putih kehijauan dan panorama pegunungan.,0,0,1,0,209.62,397,587000,0,280000,120000,987000,sesuai,0
BDG-TRV-0419,Bogor,2 hari 1 malam,2,2,1346000,premium,mobil,standar,edukasi,edukasi,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",1,1,0,1,191.51,302,1149000,320000,280000,30000,1779000,melebihi budget,0
BDG-TRV-0420,Tasikmalaya,4 hari 3 malam,4,1,1273000,standar,mobil,nyaman,cafe view,alam,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,0,0,1,144.59,302,868000,1560000,280000,20000,2728000,melebihi budget,0
BDG-TRV-0421,Bogor,1 hari,1,1,3394000,premium,motor,tanpa penginapan,wisata kota,keluarga,Alun-Alun Bandung,wisata kota,Kota Bandung,-6.9218,107.6071,"-6.9218,107.6071","Jl. Asia Afrika, Balonggede, Regol, Kota Bandung","Alun-Alun Bandung adalah ruang publik ikonik di pusat Kota Bandung yang cocok untuk bersantai, berfoto, dan menikmati suasana kota dekat Masjid Raya Bandung.",1,1,1,1,197.66,395,553000,0,70000,5000,628000,sesuai,1
BDG-TRV-0422,Bogor,3 hari 2 malam,3,2,360000,hemat,mobil,hemat,kuliner,belanja,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,0,0,1,172.21,309,1033000,360000,420000,30000,1843000,melebihi budget,0
BDG-TRV-0423,Jakarta,4 hari 3 malam,4,5,3796000,premium,mobil,hemat,wisata tematik,keluarga,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",0,1,1,1,227.37,495,1364000,540000,1400000,75000,3379000,sesuai,0
BDG-TRV-0424,Kota Bandung,3 hari 2 malam,3,2,2156000,standar,mobil,standar,alam,kuliner,Orchid Forest Cikole,wisata alam,Kabupaten Bandung Barat,-6.7806,107.6373,"-6.7806,107.6373","Cikole, Lembang, Kabupaten Bandung Barat","Orchid Forest Cikole adalah wisata alam hutan pinus dengan koleksi anggrek, spot foto, dan suasana sejuk di Lembang.",1,0,1,1,69.36,106,416000,640000,420000,60000,1536000,sesuai,0
BDG-TRV-0425,Jakarta,4 hari 3 malam,4,2,2807000,standar,motor,standar,keluarga,foto-foto,Dago Dreampark,wisata tematik,Kabupaten Bandung Barat,-6.8486,107.6246,"-6.8486,107.6246","Jl. Dago Giri, Mekarwangi, Lembang, Kabupaten Bandung Barat","Dago Dreampark adalah wisata tematik keluarga dengan wahana permainan, spot foto, dan suasana alam di kawasan Lembang.",1,1,1,1,219.5,420,615000,960000,560000,130000,2265000,sesuai,1
BDG-TRV-0426,Kota Bandung,1 hari,1,2,2039000,standar,transportasi umum,tanpa penginapan,kebun binatang,santai,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,5.25,11,19000,0,140000,100000,259000,sesuai,1
BDG-TRV-0427,Kota Bandung,3 hari 2 malam,3,4,1593000,standar,motor,hemat,wisata alam,alam,Kawah Putih,wisata alam,Kabupaten Bandung,-7.1662,107.402,"-7.1662,107.402","Sugihmukti, Pasirjambu, Kabupaten Bandung",Kawah Putih adalah wisata alam di Ciwidey dengan danau kawah berwarna putih kehijauan dan panorama pegunungan.,1,1,1,1,42.17,81,118000,360000,840000,120000,1438000,sesuai,1
BDG-TRV-0428,Kabupaten Bandung,2 hari 1 malam,2,4,4928000,premium,transportasi umum,nyaman,wisata kuliner,santai,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,40.82,86,147000,520000,560000,60000,1287000,sesuai,1
BDG-TRV-0429,Depok,3 hari 2 malam,3,4,3980000,premium,transportasi umum,hemat,wisata kuliner,foto-foto,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,1,1,170.13,387,612000,360000,840000,60000,1872000,sesuai,1
BDG-TRV-0430,Kabupaten Bandung,3 hari 2 malam,3,5,903000,hemat,mobil,hemat,mall,sejarah,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",1,0,0,1,37.97,86,228000,360000,1050000,50000,1688000,melebihi budget,0
BDG-TRV-0431,Kota Bandung,2 hari 1 malam,2,1,2458000,standar,mobil,hemat,kuliner,foto-foto,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,18.35,42,110000,180000,140000,20000,450000,sesuai,1
BDG-TRV-0432,Garut,3 hari 2 malam,3,5,1628000,standar,motor,hemat,wisata edukasi,alam,Jendela Alam,wisata edukasi,Kabupaten Bandung Barat,-6.8287,107.5976,"-6.8287,107.5976","Komplek Graha Puspa, Lembang, Kabupaten Bandung Barat","Jendela Alam adalah wisata edukasi keluarga yang mengenalkan aktivitas pertanian, peternakan, dan lingkungan alam.",1,1,0,1,212.63,372,595000,360000,1050000,125000,2130000,melebihi budget,0
BDG-TRV-0433,Bekasi,3 hari 2 malam,3,1,2758000,premium,transportasi umum,hemat,kuliner,foto-foto,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,186.98,395,673000,360000,210000,20000,1263000,sesuai,1
BDG-TRV-0434,Bekasi,4 hari 3 malam,4,2,3853000,premium,mobil,nyaman,wisata kuliner,kuliner,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,223.72,464,1342000,1560000,560000,30000,3492000,sesuai,1
BDG-TRV-0435,Bogor,2 hari 1 malam,2,1,2061000,standar,mobil,standar,wisata alam,edukasi,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,0,1,1,1,205.9,466,1235000,320000,140000,50000,1745000,sesuai,0
BDG-TRV-0436,Kabupaten Bandung,2 hari 1 malam,2,4,2258000,standar,transportasi umum,standar,wisata tematik,foto-foto,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,0,1,1,1,66.9,139,241000,320000,560000,140000,1261000,sesuai,0
BDG-TRV-0437,Bogor,3 hari 2 malam,3,5,1723000,premium,transportasi umum,hemat,edukasi,keluarga,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,0,1,182.3,287,656000,360000,1050000,75000,2141000,melebihi budget,0
BDG-TRV-0438,Kota Bandung,2 hari 1 malam,2,2,4188000,premium,transportasi umum,nyaman,kuliner,santai,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,23.42,43,84000,520000,280000,40000,924000,sesuai,1
BDG-TRV-0439,Garut,3 hari 2 malam,3,5,2370000,hemat,motor,hemat,wisata alam,alam,The Lodge Maribaya,wisata alam,Kabupaten Bandung Barat,-6.8294,107.6875,"-6.8294,107.6875","Cibodas, Lembang, Kabupaten Bandung Barat","The Lodge Maribaya adalah destinasi alam dengan wahana foto, pemandangan hutan pinus, dan aktivitas rekreasi keluarga.",1,1,1,1,115.78,260,324000,360000,1050000,150000,1884000,sesuai,1
BDG-TRV-0440,Kabupaten Bandung,1 hari,1,2,903000,hemat,motor,tanpa penginapan,kuliner,budaya,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,0,1,1,86.25,139,242000,0,140000,30000,412000,sesuai,0
BDG-TRV-0441,Garut,2 hari 1 malam,2,4,2441000,standar,mobil,standar,wisata alam,foto-foto,Orchid Forest Cikole,wisata alam,Kabupaten Bandung Barat,-6.7806,107.6373,"-6.7806,107.6373","Cikole, Lembang, Kabupaten Bandung Barat","Orchid Forest Cikole adalah wisata alam hutan pinus dengan koleksi anggrek, spot foto, dan suasana sejuk di Lembang.",1,1,1,1,125.0,232,750000,320000,560000,120000,1750000,sesuai,1
BDG-TRV-0442,Garut,2 hari 1 malam,2,5,2097000,standar,motor,hemat,kebun binatang,belanja,Trans Studio Mall Bandung,mall,Kota Bandung,-6.9254,107.6358,"-6.9254,107.6358","Jl. Gatot Subroto No.289, Cibangkong, Batununggal, Kota Bandung",Trans Studio Mall Bandung adalah pusat perbelanjaan dan hiburan indoor yang terhubung dengan kawasan Trans Studio Bandung.,0,1,1,1,91.07,151,255000,180000,700000,50000,1185000,sesuai,0
BDG-TRV-0443,Bekasi,4 hari 3 malam,4,2,2915000,premium,transportasi umum,standar,wisata kuliner,edukasi,Kampung Gajah Wonderland,wisata tematik,Kabupaten Bandung Barat,-6.8291,107.5933,"-6.8291,107.5933","Jl. Sersan Bajuri, Cihideung, Parongpong, Kabupaten Bandung Barat",Kampung Gajah Wonderland dikenal sebagai kawasan wisata tematik keluarga dengan berbagai wahana dan area rekreasi.,0,0,1,1,221.27,508,797000,960000,560000,130000,2447000,sesuai,0
BDG-TRV-0444,Kota Bandung,2 hari 1 malam,2,2,2341000,standar,transportasi umum,standar,wisata kuliner,kuliner,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,19.77,31,71000,320000,280000,30000,701000,sesuai,1
BDG-TRV-0445,Jakarta,3 hari 2 malam,3,3,2163000,standar,mobil,hemat,belanja,religi,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",1,0,0,1,214.01,423,1284000,360000,630000,30000,2304000,melebihi budget,0
BDG-TRV-0446,Tasikmalaya,1 hari,1,1,4176000,premium,motor,tanpa penginapan,mall,foto-foto,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",1,1,1,1,156.53,255,438000,0,70000,10000,518000,sesuai,1
BDG-TRV-0447,Kota Bandung,4 hari 3 malam,4,4,2457000,hemat,motor,standar,kuliner,santai,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,16.04,34,45000,960000,1120000,80000,2205000,sesuai,1
BDG-TRV-0448,Bekasi,2 hari 1 malam,2,3,1024000,hemat,motor,hemat,alam,alam,Orchid Forest Cikole,wisata alam,Kabupaten Bandung Barat,-6.7806,107.6373,"-6.7806,107.6373","Cikole, Lembang, Kabupaten Bandung Barat","Orchid Forest Cikole adalah wisata alam hutan pinus dengan koleksi anggrek, spot foto, dan suasana sejuk di Lembang.",1,1,0,1,205.87,463,576000,180000,420000,90000,1266000,melebihi budget,0
BDG-TRV-0449,Garut,2 hari 1 malam,2,3,1971000,standar,transportasi umum,nyaman,wisata alam,kuliner,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",1,1,1,1,134.33,231,484000,520000,420000,90000,1514000,sesuai,1
BDG-TRV-0450,Bogor,2 hari 1 malam,2,2,3003000,premium,transportasi umum,standar,belanja,belanja,Trans Studio Mall Bandung,mall,Kota Bandung,-6.9254,107.6358,"-6.9254,107.6358","Jl. Gatot Subroto No.289, Cibangkong, Batununggal, Kota Bandung",Trans Studio Mall Bandung adalah pusat perbelanjaan dan hiburan indoor yang terhubung dengan kawasan Trans Studio Bandung.,1,1,1,0,315.03,581,1134000,320000,280000,20000,1754000,sesuai,0
BDG-TRV-0451,Cimahi,1 hari,1,1,650000,hemat,transportasi umum,tanpa penginapan,gunung,foto-foto,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",0,1,1,1,33.51,54,121000,0,70000,10000,201000,sesuai,0
BDG-TRV-0452,Tasikmalaya,1 hari,1,5,2219000,hemat,mobil,tanpa penginapan,wisata tematik,keluarga,Kampung Gajah Wonderland,wisata tematik,Kabupaten Bandung Barat,-6.8291,107.5933,"-6.8291,107.5933","Jl. Sersan Bajuri, Cihideung, Parongpong, Kabupaten Bandung Barat",Kampung Gajah Wonderland dikenal sebagai kawasan wisata tematik keluarga dengan berbagai wahana dan area rekreasi.,1,1,1,1,160.38,358,962000,0,350000,325000,1637000,sesuai,1
BDG-TRV-0453,Bekasi,4 hari 3 malam,4,2,2462000,standar,motor,hemat,kuliner,keluarga,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,177.02,376,496000,540000,560000,30000,1626000,sesuai,1
BDG-TRV-0454,Depok,3 hari 2 malam,3,3,2669000,standar,mobil,standar,wisata kuliner,keluarga,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,156.42,355,939000,640000,630000,45000,2254000,sesuai,1
BDG-TRV-0455,Kota Bandung,3 hari 2 malam,3,2,2045000,standar,mobil,nyaman,alam,edukasi,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,1,1,39.06,81,234000,1040000,420000,70000,1764000,sesuai,1
BDG-TRV-0456,Kota Bandung,1 hari,1,2,594000,hemat,motor,tanpa penginapan,wisata kuliner,keluarga,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,20.74,34,58000,0,140000,30000,228000,sesuai,1
BDG-TRV-0457,Tasikmalaya,2 hari 1 malam,2,2,2220000,hemat,mobil,nyaman,edukasi,edukasi,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,166.33,308,998000,520000,280000,100000,1898000,sesuai,1
BDG-TRV-0458,Cimahi,2 hari 1 malam,2,4,2453000,standar,transportasi umum,nyaman,kebun binatang,keluarga,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,25.46,57,92000,520000,560000,200000,1372000,sesuai,1
BDG-TRV-0459,Kabupaten Bandung,3 hari 2 malam,3,4,2377000,standar,motor,standar,edukasi,santai,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,40.86,76,114000,640000,840000,200000,1794000,sesuai,1
BDG-TRV-0460,Jakarta,2 hari 1 malam,2,4,4586000,premium,motor,hemat,wisata edukasi,budaya,Saung Angklung Udjo,wisata edukasi,Kota Bandung,-6.8992,107.6542,"-6.8992,107.6542","Jl. Padasuka No.118, Pasirlayung, Cibeunying Kidul, Kota Bandung","Saung Angklung Udjo adalah destinasi budaya dan edukasi yang menampilkan pertunjukan angklung, seni Sunda, dan aktivitas keluarga.",1,1,1,1,175.31,307,491000,180000,560000,100000,1331000,sesuai,1
BDG-TRV-0461,Jakarta,2 hari 1 malam,2,2,1808000,standar,transportasi umum,standar,kebun binatang,keluarga,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,165.21,302,595000,320000,280000,100000,1295000,sesuai,1
BDG-TRV-0462,Bogor,1 hari,1,1,1310000,standar,motor,tanpa penginapan,wisata religi,foto-foto,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",0,1,1,0,179.12,354,502000,0,70000,15000,587000,sesuai,0
BDG-TRV-0463,Kabupaten Bandung,2 hari 1 malam,2,3,1877000,standar,transportasi umum,hemat,belanja,kuliner,Cihampelas Walk,mall,Kota Bandung,-6.894,107.6042,"-6.894,107.6042","Jl. Cihampelas No.160, Cipaganti, Coblong, Kota Bandung",Cihampelas Walk adalah pusat belanja dan kuliner dengan konsep ruang terbuka yang cocok untuk jalan santai dan hiburan keluarga.,1,1,1,1,30.04,55,108000,180000,420000,30000,738000,sesuai,1
BDG-TRV-0464,Bekasi,2 hari 1 malam,2,5,4961000,premium,mobil,standar,keluarga,foto-foto,Kampung Gajah Wonderland,wisata tematik,Kabupaten Bandung Barat,-6.8291,107.5933,"-6.8291,107.5933","Jl. Sersan Bajuri, Cihideung, Parongpong, Kabupaten Bandung Barat",Kampung Gajah Wonderland dikenal sebagai kawasan wisata tematik keluarga dengan berbagai wahana dan area rekreasi.,1,1,1,1,181.37,321,1088000,320000,700000,325000,2433000,sesuai,1
BDG-TRV-0465,Kota Bandung,2 hari 1 malam,2,2,1385000,hemat,transportasi umum,standar,belanja,santai,Paskal 23 Bandung,mall,Kota Bandung,-6.9147,107.5918,"-6.9147,107.5918","Jl. Pasir Kaliki No.25-27, Kebon Jeruk, Andir, Kota Bandung",Paskal 23 Bandung adalah pusat perbelanjaan dan kuliner modern yang dekat dengan kawasan stasiun dan pusat kota.,1,1,1,1,24.88,39,90000,320000,280000,20000,710000,sesuai,1
BDG-TRV-0466,Bogor,2 hari 1 malam,2,2,4637000,premium,motor,hemat,alam,healing,Curug Cimahi,wisata alam,Kabupaten Bandung Barat,-6.7986,107.5775,"-6.7986,107.5775","Kertawangi, Cisarua, Kabupaten Bandung Barat",Curug Cimahi adalah wisata air terjun di Bandung Barat dengan jalur trekking ringan dan suasana alam yang sejuk.,1,1,1,1,203.99,447,571000,180000,280000,60000,1091000,sesuai,1
BDG-TRV-0467,Tasikmalaya,3 hari 2 malam,3,2,1277000,standar,mobil,hemat,kuliner,keluarga,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,0,1,135.72,298,814000,360000,420000,30000,1624000,melebihi budget,0
BDG-TRV-0468,Kabupaten Bandung,2 hari 1 malam,2,2,208000,hemat,motor,hemat,kuliner,foto-foto,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,0,1,37.41,65,105000,180000,280000,30000,595000,melebihi budget,0
BDG-TRV-0469,Garut,1 hari,1,4,991000,hemat,motor,tanpa penginapan,wisata alam,foto-foto,Orchid Forest Cikole,wisata alam,Kabupaten Bandung Barat,-6.7806,107.6373,"-6.7806,107.6373","Cikole, Lembang, Kabupaten Bandung Barat","Orchid Forest Cikole adalah wisata alam hutan pinus dengan koleksi anggrek, spot foto, dan suasana sejuk di Lembang.",1,1,1,1,156.29,359,438000,0,280000,120000,838000,sesuai,1
